EV_Charging_Station_Name,Charging_Location_ID,EV_Station_Working_Status,City_Name,Location_Area_Name,CPO_Operator,Vehicle_Name,Vehicle_Category,Session_ID,Charger_Type,Charging_Mode,Charger_Power,Connector_Type,Connector_Code,Currency,Price_per_kWh,Session_Start_Datetime,Session_End_Datetime,Duration,Duration_Minutes,Energy_Qty_kWh,Vehicle_Make_Model,Vehicle_Type,Vehicle_Battery_kWh,SOC_Start_%,SOC_End_%,Payment_Method,Payment_Status,Session_Energy_Amount,Session_Fee,Untaxed_Amount,Tax_Rate_%,Tax_Amount,Session_Total,Meter_Start_kWh,Meter_End_kWh,Session_Status,Idle_Time_Minutes,Tariff_Type
Rebolt - Highway Charge Hub - Avinashi Road,RL10948,Temp Closed,Coimbatore,Avinashi Road,Rebolt,MG Windsor EV,Electric 4-Wheeler,SES-20260806-009948,AC,AC Charging,7 kW,Type 2,CN3,USD,0.35,2026-08-06 06:42:00,2026-08-06 09:05:00,02:23:00,143,10.6,Tesla Model 3,EV,38,19,47,RFID,Paid,3.71,0,3.71,5,0.19,3.9,114434.46,114445.06,Completed,12,Energy
Jio-bp pulse - Gateway Charging Station - Edappally,RL10949,Available,Kochi,Edappally,Jio-bp pulse,BYD Atto 3,Electric 4-Wheeler,SES-20260806-009949,AC,AC Charging,22 kW,Type 2,CN3,USD,0.43,2026-08-06 14:00:00,2026-08-06 15:37:00,01:37:00,97,29.34,BMW i4,EV,60.5,35,83,RFID,Paid,12.62,0,12.62,10,1.26,13.88,79682.93,79712.27,Completed,13,Energy + Session Fee
Charge Zone - Highway Charge Hub - Five Roads,RL10950,Available,Salem,Five Roads,Charge Zone,MG Windsor EV,Electric 4-Wheeler,SES-20260812-009950,AC,AC Charging,22 kW,Type 2,CN2,USD,0.42,2026-08-12 05:56:00,2026-08-12 09:03:00,03:07:00,187,61.03,Tesla Model 3,EV,38,46,100,Wallet,Paid,25.63,0.5,26.13,0,0,26.13,378423.44,378484.47,Completed,22,Time + Energy
Zeon Charging - Premium Auto Care - OMR,RL10951,Available,Chennai,OMR,Zeon Charging,Tata Punch EV,Electric 4-Wheeler,SES-20260801-009951,AC,AC Charging,22 kW,Type 2,CN3,USD,0.48,2026-08-01 12:34:00,2026-08-01 14:33:00,01:59:00,119,39.06,Tata Nexon EV,EV,35,63,100,RFID,Paid,18.75,0,18.75,0,0,18.75,126600.15,126639.21,Completed,28,Energy
Jio-bp pulse - Metro Business Park - Hebbal,RL10952,Available,Mysuru,Hebbal,Jio-bp pulse,Ola S1 Pro,Electric 2-Wheeler,SES-20260826-009952,AC,AC Charging,3.3 kW,Type 2,CN2,USD,0.46,2026-08-26 22:47:00,2026-08-27 00:49:00,02:02:00,122,3.91,Polestar 2,EV,4,48,100,Wallet,Paid,1.8,1,2.8,10,0.28,3.08,171091.62,171095.53,In Progress,0,Energy
Rebolt - Premium Auto Care - Mullakkal,RL10953,Temp Closed,Alappuzha,Mullakkal,Rebolt,Ola S1 Pro,Electric 2-Wheeler,SES-20260821-009953,AC,AC Charging,7 kW,Type 2,CN4,USD,0.35,2026-08-21 16:35:00,2026-08-21 17:24:00,00:49:00,49,4.27,Kia EV6,EV,4,61,100,Wallet,Paid,1.49,1,2.49,5,0.12,2.62,197335.08,197339.35,Completed,30,Energy + Session Fee
Jio-bp pulse - City Square EV Hub - Secunderabad,RL10954,Available,Hyderabad,Secunderabad,Jio-bp pulse,MG Windsor EV,Electric 4-Wheeler,SES-20260723-009954,DC,DC Fast Charging,25 kW,CCS2,CN1,USD,0.42,2026-07-23 18:17:00,2026-07-23 18:59:00,00:42:00,42,11.68,Tesla Model Y,EV,38,47,78,Bank Card,Paid,4.91,0,4.91,10,0.49,5.4,164436.65,164448.33,Completed,11,Energy
Statiq - EcoDrive Hub - Kowdiar,RL10955,Open Soon,Thiruvananthapuram,Kowdiar,Statiq,Ather 450X,Electric 2-Wheeler,SES-20260730-009955,AC,AC Charging,22 kW,J1772,CN2,USD,0.44,2026-07-30 04:53:00,2026-07-30 07:39:00,02:46:00,166,52.38,Ford Mustang Mach-E,EV,3.7,49,100,Network App,Paid,23.05,1,24.05,5,1.2,25.25,358371.24,358423.62,Completed,23,Energy + Session Fee
Kazam - Lakeview Apartments - MC Road,RL10956,Available,Kottayam,MC Road,Kazam,TVS iQube,Electric 2-Wheeler,SES-20260814-009956,DC,DC Fast Charging,100 kW,CCS2,CN1,CAD,0.36,2026-08-14 05:10:00,2026-08-14 06:22:00,01:12:00,72,96.59,Tesla Model 3,EV,5.3,13,93,Network App,Paid,34.77,0.5,35.27,15,5.29,40.56,170782.38,170878.97,Completed,6,Energy
Ather Grid - Lakeview Apartments - Electronic City,RL10957,Available,Bengaluru,Electronic City,Ather Grid,Ola S1 Air,Electric 2-Wheeler,SES-20260725-009957,DC,DC Fast Charging,25 kW,CCS2,CN1,CAD,0.37,2026-07-25 23:01:00,2026-07-25 23:30:00,00:29:00,29,10.34,Ford Mustang Mach-E,EV,3,32,100,Network App,Paid,3.83,0,3.83,13,0.5,4.32,187826.03,187836.37,Completed,3,Energy
Statiq - City Square EV Hub - Vijayanagar,RL10958,Available,Mysuru,Vijayanagar,Statiq,MG Windsor EV,Electric 4-Wheeler,SES-20260730-009958,AC,AC Charging,11 kW,J1772,CN4,CAD,0.36,2026-07-30 09:23:00,2026-07-30 11:24:00,02:01:00,121,13.33,Tesla Model 3,EV,38,13,48,RFID,Paid,4.8,0,4.8,13,0.62,5.42,38400.93,38414.26,In Progress,0,Energy
Zeon Charging - GreenRoute Charging Point - Bypass Road,RL10959,Available,Madurai,Bypass Road,Zeon Charging,Ather Rizta,Electric 2-Wheeler,SES-20260801-009959,AC,AC Charging,22 kW,Type 2,CN3,CAD,0.32,2026-08-01 19:48:00,2026-08-01 20:55:00,01:07:00,67,14.37,BYD Atto 3,EV,3.7,19,99,Network App,Paid,4.6,2,6.6,15,0.99,7.59,15073.04,15087.41,Completed,2,Energy
Tata Power EZ Charge - UrbanCharge Station - Madhurawada,RL10960,Available,Visakhapatnam,Madhurawada,Tata Power EZ Charge,Kia EV6,Electric 4-Wheeler,SES-20260725-009960,AC,AC Charging,22 kW,Type 1,CN3,CAD,0.32,2026-07-25 07:39:00,2026-07-25 08:58:00,01:19:00,79,18.62,Kia EV6,EV,77.4,39,63,Bank Card,Paid,5.96,2,7.96,13,1.03,8.99,311835,311853.62,Completed,13,Energy
Rebolt - GreenRoute Charging Point - Srirangam,RL10961,Available,Tiruchirappalli,Srirangam,Rebolt,Tata Tiago EV,Electric 4-Wheeler,SES-20260828-009961,AC,AC Charging,3.3 kW,Type 2,CN3,CAD,0.35,2026-08-28 20:09:00,2026-08-28 20:52:00,00:43:00,43,1.84,Tata Nexon EV,EV,24,18,26,Bank Card,Paid,0.64,2,2.64,5,0.13,2.78,200227.55,200229.39,In Progress,0,Energy
Ather Grid - Gateway Charging Station - Sadashiv Nagar,RL10962,Available,Belagavi,Sadashiv Nagar,Ather Grid,MG ZS EV,Electric 4-Wheeler,SES-20260818-009962,DC,DC Fast Charging,50 kW,CCS2,CN1,USD,0.45,2026-08-18 05:46:00,2026-08-18 06:43:00,00:57:00,57,43.34,Rivian R1T,EV,50.3,29,100,Wallet,Paid,19.5,0,19.5,8,1.56,21.06,436178.84,436222.18,Completed,7,Energy + Session Fee
Rebolt - Business Bay - Thillai Nagar,RL10963,Available,Tiruchirappalli,Thillai Nagar,Rebolt,Tata Tigor EV,Electric 4-Wheeler,SES-20260826-009963,AC,AC Charging,3.3 kW,Type 2,CN4,CAD,0.35,2026-08-26 03:39:00,2026-08-26 04:32:00,00:53:00,53,2.14,BYD Atto 3,EV,26,11,19,UPI,Paid,0.75,0,0.75,13,0.1,0.85,480148.02,480150.16,Completed,5,Energy + Session Fee
ChargeMOD - Central Plaza - Vavilalapally,RL10964,Available,Karimnagar,Vavilalapally,ChargeMOD,Tata Nexon EV,Electric 4-Wheeler,SES-20260820-009964,DC,DC Fast Charging,250 kW,CCS2,CN3,CAD,0.4,2026-08-20 11:13:00,2026-08-20 12:14:00,01:01:00,61,218.74,BYD Atto 3,EV,40.5,61,100,Bank Card,Paid,87.5,0,87.5,15,13.12,100.62,328776.55,328995.29,Completed,24,Time + Energy
Jio-bp pulse - Urban Nest Residency - Talap,RL10965,Available,Kannur,Talap,Jio-bp pulse,Ather 450X,Electric 2-Wheeler,SES-20260819-009965,AC,AC Charging,22 kW,Type 2,CN3,USD,0.45,2026-08-19 18:29:00,2026-08-19 21:30:00,03:01:00,181,43.17,Hyundai Ioniq 5,EV,3.7,62,100,Wallet,Paid,19.43,1,20.43,10,2.04,22.47,394826,394869.17,Completed,7,Energy
Zeon Charging - Tech Park Charging Hub - Marathahalli,RL10966,Available,Bengaluru,Marathahalli,Zeon Charging,BYD Seal,Electric 4-Wheeler,SES-20260727-009966,AC,AC Charging,7 kW,Type 2,CN3,USD,0.45,2026-07-27 10:16:00,2026-07-27 11:17:00,01:01:00,61,4.85,Kia EV6,EV,82.5,22,28,Bank Card,Paid,2.18,0,2.18,10,0.22,2.4,374022.87,374027.72,Completed,12,Energy + Session Fee
Tata Power EZ Charge - Premium Auto Care - Mancherial Road,RL10967,Available,Karimnagar,Mancherial Road,Tata Power EZ Charge,Tata Punch EV,Electric 4-Wheeler,SES-20260822-009967,AC,AC Charging,22 kW,Type 2,CN1,USD,0.4,2026-08-22 01:17:00,2026-08-22 03:07:00,01:50:00,110,32.61,BMW i4,EV,35,11,91,Wallet,Paid,13.04,0,13.04,8,1.04,14.09,308769.07,308801.68,Completed,13,Energy + Session Fee
Rebolt - SmartCharge Point - MG Road,RL10968,Temp Closed,Bengaluru,MG Road,Rebolt,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260815-009968,AC,AC Charging,11 kW,J1772,CN1,CAD,0.33,2026-08-15 09:00:00,2026-08-15 10:36:00,01:36:00,96,15.19,Polestar 2,EV,51.4,29,59,Bank Card,Paid,5.01,0,5.01,15,0.75,5.76,409384.71,409399.9,Completed,1,Energy + Session Fee
Charge Zone - Green Valley Apartments - Pattom,RL10969,Available,Thiruvananthapuram,Pattom,Charge Zone,MG ZS EV,Electric 4-Wheeler,SES-20260903-009969,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.3,2026-09-03 05:06:00,2026-09-03 07:25:00,02:19:00,139,5.82,MG ZS EV,EV,50.3,34,46,Network App,Paid,1.75,0,1.75,10,0.17,1.92,246378.5,246384.32,Completed,25,Energy
Rebolt - Urban Nest Residency - Hanamkonda,RL10970,Available,Warangal,Hanamkonda,Rebolt,Tesla Model Y,Electric 4-Wheeler,SES-20260808-009970,AC,AC Charging,3.3 kW,Type 2,CN2,USD,0.35,2026-08-08 08:41:00,2026-08-08 11:29:00,02:48:00,168,7.33,BYD Atto 3,EV,75,43,53,Bank Card,Paid,2.57,0,2.57,0,0,2.57,324995.96,325003.29,In Progress,0,Time + Energy
Bolt.Earth - Urban Nest Residency - Koramangala,RL10971,Available,Bengaluru,Koramangala,Bolt.Earth,Citroen eC3,Electric 4-Wheeler,SES-20260825-009971,DC,DC Fast Charging,250 kW,CHAdeMO,CN3,USD,0.41,2026-08-25 17:21:00,2026-08-25 18:29:00,01:08:00,68,258.88,Ford Mustang Mach-E,EV,29.2,8,88,Network App,Paid,106.14,2,108.14,10,10.81,118.95,355085.47,355344.35,Completed,6,Energy + Session Fee
Jio-bp pulse - Lakeview Apartments - Kowdiar,RL10972,Available,Thiruvananthapuram,Kowdiar,Jio-bp pulse,Tata Punch EV,Electric 4-Wheeler,SES-20260812-009972,DC,DC Fast Charging,25 kW,CCS1,CN2,CAD,0.34,2026-08-12 06:17:00,2026-08-12 06:41:00,00:24:00,24,8.07,BMW i4,EV,35,60,83,Bank Card,Paid,2.74,0,2.74,5,0.14,2.88,399732.67,399740.74,Completed,21,Energy + Session Fee
Bolt.Earth - Green Valley Apartments - Vinayak Nagar,RL10973,Temp Closed,Nizamabad,Vinayak Nagar,Bolt.Earth,Tata Punch EV,Electric 4-Wheeler,SES-20260801-009973,DC,DC Fast Charging,100 kW,CCS2,CN1,USD,0.45,2026-08-01 07:53:00,2026-08-01 09:20:00,01:27:00,87,127.25,Hyundai Ioniq 5,EV,35,65,100,UPI,Paid,57.26,0,57.26,5,2.86,60.13,186214.56,186341.81,Completed,5,Energy
Charge Zone - City Centre Mall - Tambaram,RL10974,Available,Chennai,Tambaram,Charge Zone,Tata Punch EV,Electric 4-Wheeler,SES-20260731-009974,AC,AC Charging,11 kW,Type 1,CN2,CAD,0.38,2026-07-31 22:31:00,2026-07-31 23:16:00,00:45:00,45,4.86,Nissan Leaf,EV,35,65,79,Wallet,Paid,1.85,0,1.85,13,0.24,2.09,424881.32,424886.18,In Progress,0,Energy
ChargeMOD - Central Plaza - Brough Road,RL10975,Available,Erode,Brough Road,ChargeMOD,Tata Nexon EV,Electric 4-Wheeler,SES-20260725-009975,AC,AC Charging,22 kW,Type 2,CN2,CAD,0.3,2026-07-25 06:22:00,2026-07-25 08:15:00,01:53:00,113,23.01,BYD Atto 3,EV,40.5,32,89,Bank Card,Paid,6.9,0,6.9,5,0.35,7.25,295516.13,295539.14,Completed,2,Energy
ChargeMOD - Metro Business Park - Pattom,RL10976,Open Soon,Thiruvananthapuram,Pattom,ChargeMOD,Tata Nexon EV,Electric 4-Wheeler,SES-20260824-009976,AC,AC Charging,7 kW,Type 2,CN4,USD,0.33,2026-08-24 07:27:00,2026-08-24 09:32:00,02:05:00,125,13.29,BYD Atto 3,EV,40.5,18,51,UPI,Pending,4.39,0,4.39,8,0.35,4.74,21055.54,21068.83,Completed,19,Energy + Session Fee
Jio-bp pulse - EV Mobility Hub - Bejai,RL10977,Available,Mangaluru,Bejai,Jio-bp pulse,Kia Carens EV,Electric 4-Wheeler,SES-20260723-009977,DC,DC Fast Charging,250 kW,CCS2,CN3,USD,0.44,2026-07-23 18:16:00,2026-07-23 19:15:00,00:59:00,59,224.48,Tesla Model Y,EV,50,8,88,Bank Card,Paid,98.77,0,98.77,10,9.88,108.65,278422.29,278646.77,Completed,7,Energy
Zeon Charging - PowerGrid EV Hub - Fort Kochi,RL10978,Available,Kochi,Fort Kochi,Zeon Charging,Mahindra BE 6,Electric 4-Wheeler,SES-20260816-009978,AC,AC Charging,11 kW,J1772,CN1,USD,0.36,2026-08-16 01:13:00,2026-08-16 03:55:00,02:42:00,162,19.96,BYD Atto 3,EV,59,28,62,Network App,Paid,7.19,0,7.19,10,0.72,7.9,209239.33,209259.29,Completed,10,Energy
Tata Power EZ Charge - UrbanCharge Station - Mavoor Road,RL10979,Available,Kozhikode,Mavoor Road,Tata Power EZ Charge,Tata Punch EV,Electric 4-Wheeler,SES-20260725-009979,AC,AC Charging,22 kW,Type 2,CN3,CAD,0.3,2026-07-25 04:56:00,2026-07-25 06:11:00,01:15:00,75,15.52,Tata Nexon EV,EV,35,37,81,UPI,Paid,4.66,0,4.66,15,0.7,5.35,79923.92,79939.44,Completed,29,Energy + Session Fee
Charge Zone - Green Valley Apartments - Saraswathipuram,RL10980,Available,Mysuru,Saraswathipuram,Charge Zone,MG Windsor EV,Electric 4-Wheeler,SES-20260813-009980,AC,AC Charging,22 kW,Type 2,CN1,CAD,0.34,2026-08-13 23:05:00,2026-08-13 23:36:00,00:31:00,31,10.34,Kia EV6,EV,38,36,63,Bank Card,Paid,3.52,2,5.52,5,0.28,5.79,379330.14,379340.48,Completed,2,Energy
Jio-bp pulse - Gateway Charging Station - Avinashi Road,RL10981,Available,Coimbatore,Avinashi Road,Jio-bp pulse,Ola S1 Air,Electric 2-Wheeler,SES-20260724-009981,DC,DC Fast Charging,100 kW,CHAdeMO,CN1,USD,0.44,2026-07-24 06:24:00,2026-07-24 07:08:00,00:44:00,44,67.34,Polestar 2,EV,3,39,100,RFID,Paid,29.63,0.5,30.13,10,3.01,33.14,133906.93,133974.27,Completed,13,Energy + Session Fee
Jio-bp pulse - EcoDrive Hub - Gachibowli,RL10982,Available,Hyderabad,Gachibowli,Jio-bp pulse,MG ZS EV,Electric 4-Wheeler,SES-20260728-009982,AC,AC Charging,3.3 kW,Type 2,CN1,CAD,0.34,2026-07-28 20:31:00,2026-07-28 20:55:00,00:24:00,24,0.9,BYD Atto 3,EV,50.3,34,36,Bank Card,Paid,0.31,1,1.31,13,0.17,1.48,478131.8,478132.7,Completed,27,Energy + Session Fee
Zeon Charging - Lakeview Apartments - Saravanampatti,RL10983,Available,Coimbatore,Saravanampatti,Zeon Charging,TVS iQube,Electric 2-Wheeler,SES-20260823-009983,DC,DC Fast Charging,100 kW,CHAdeMO,CN3,CAD,0.33,2026-08-23 09:17:00,2026-08-23 10:35:00,01:18:00,78,90.71,Chevrolet Bolt EV,EV,5.3,12,92,Bank Card,Paid,29.93,1,30.93,13,4.02,34.96,228328.89,228419.6,Completed,11,Energy
ChargeMOD - UrbanCharge Station - Banjara Hills,RL10984,Available,Hyderabad,Banjara Hills,ChargeMOD,Tata Tiago EV,Electric 4-Wheeler,SES-20260724-009984,DC,DC Fast Charging,25 kW,CCS2,CN3,CAD,0.38,2026-07-24 03:27:00,2026-07-24 05:02:00,01:35:00,95,30.55,Hyundai Ioniq 5,EV,24,54,100,UPI,Paid,11.61,2,13.61,13,1.77,15.38,203279.33,203309.88,Completed,13,Energy
Bolt.Earth - EV Mobility Hub - Gachibowli,RL10985,Temp Closed,Hyderabad,Gachibowli,Bolt.Earth,Tata Tiago EV,Electric 4-Wheeler,SES-20260730-009985,DC,DC Fast Charging,250 kW,CCS2,CN1,USD,0.41,2026-07-30 08:49:00,2026-07-30 09:45:00,00:56:00,56,165.38,Tata Nexon EV,EV,24,27,100,Wallet,Paid,67.81,0,67.81,8,5.42,73.23,349017.42,349182.8,Completed,6,Energy + Session Fee
Tata Power EZ Charge - UrbanCharge Station - Gollapudi,RL10986,Available,Vijayawada,Gollapudi,Tata Power EZ Charge,Mahindra XEV 9e,Electric 4-Wheeler,SES-20260730-009986,AC,AC Charging,11 kW,J1772,CN4,USD,0.48,2026-07-30 15:46:00,2026-07-30 17:24:00,01:38:00,98,15.33,MG ZS EV,EV,79,10,29,UPI,Paid,7.36,0,7.36,10,0.74,8.09,92204.51,92219.84,Completed,19,Energy + Session Fee
Statiq - Urban Nest Residency - Magunta Layout,RL10987,Available,Nellore,Magunta Layout,Statiq,Ola S1 Pro,Electric 2-Wheeler,SES-20260805-009987,DC,DC Fast Charging,50 kW,CCS2,CN3,USD,0.38,2026-08-05 07:22:00,2026-08-05 08:48:00,01:26:00,86,54.96,Polestar 2,EV,4,32,100,RFID,Paid,20.88,1,21.88,8,1.75,23.64,186785.81,186840.77,Completed,15,Energy
Kazam - UrbanCharge Station - Gachibowli,RL10988,Available,Hyderabad,Gachibowli,Kazam,BYD Seal,Electric 4-Wheeler,SES-20260801-009988,AC,AC Charging,3.3 kW,J1772,CN3,CAD,0.31,2026-08-01 03:02:00,2026-08-01 05:53:00,02:51:00,171,8.22,Tesla Model 3,EV,82.5,21,31,RFID,Paid,2.55,1,3.55,5,0.18,3.73,347469.17,347477.39,Completed,8,Energy
Kazam - Central Plaza - MG Road,RL10989,Open Soon,Bengaluru,MG Road,Kazam,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260901-009989,AC,AC Charging,22 kW,Type 1,CN2,CAD,0.35,2026-09-01 09:55:00,2026-09-01 12:30:00,02:35:00,155,41.21,Tata Nexon EV,EV,72.6,16,73,Wallet,Paid,14.42,0,14.42,13,1.88,16.3,90161.33,90202.54,In Progress,0,Energy
Charge Zone - SmartCharge Point - Sira Road,RL10990,Available,Tumakuru,Sira Road,Charge Zone,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260822-009990,AC,AC Charging,22 kW,J1772,CN2,CAD,0.41,2026-08-22 18:56:00,2026-08-22 20:16:00,01:20:00,80,23.09,Rivian R1T,EV,51.4,50,95,RFID,Pending,9.47,0,9.47,13,1.23,10.7,404366.55,404389.64,Completed,0,Energy + Session Fee
Ather Grid - GreenRoute Charging Point - Vidyanagar,RL10991,Open Soon,Shivamogga,Vidyanagar,Ather Grid,Tata Nexon EV,Electric 4-Wheeler,SES-20260809-009991,DC,DC Fast Charging,100 kW,CCS2,CN3,USD,0.3,2026-08-09 18:22:00,2026-08-09 18:41:00,00:19:00,19,23.32,Kia EV6,EV,40.5,52,100,RFID,Paid,7,0,7,8,0.56,7.56,409426.74,409450.06,Completed,30,Energy
Charge Zone - City Centre Mall - Gajuwaka,RL10992,Available,Visakhapatnam,Gajuwaka,Charge Zone,BMW iX1,Electric 4-Wheeler,SES-20260902-009992,AC,AC Charging,22 kW,Type 1,CN2,CAD,0.43,2026-09-02 08:41:00,2026-09-02 11:40:00,02:59:00,179,54.26,Chevrolet Bolt EV,EV,66.4,52,100,Bank Card,Paid,23.33,0,23.33,15,3.5,26.83,441195.28,441249.54,Completed,4,Energy + Session Fee
Tata Power EZ Charge - Lakeview Apartments - Nungambakkam,RL10993,Available,Chennai,Nungambakkam,Tata Power EZ Charge,Tesla Model Y,Electric 4-Wheeler,SES-20260731-009993,AC,AC Charging,11 kW,Type 2,CN3,USD,0.42,2026-07-31 21:43:00,2026-07-31 23:27:00,01:44:00,104,17.07,BMW i4,EV,75,58,81,Bank Card,Paid,7.17,0.5,7.67,0,0,7.67,490421.53,490438.6,Completed,25,Time + Energy
Tata Power EZ Charge - PowerGrid EV Hub - Benz Circle,RL10994,Temp Closed,Vijayawada,Benz Circle,Tata Power EZ Charge,Tata Nexon EV,Electric 4-Wheeler,SES-20260829-009994,DC,DC Fast Charging,50 kW,CCS2,CN1,USD,0.42,2026-08-29 22:26:00,2026-08-29 22:45:00,00:19:00,19,11.03,MG ZS EV,EV,40.5,37,64,RFID,Paid,4.63,0.5,5.13,5,0.26,5.39,425581.69,425592.72,In Progress,0,Energy
ChargeMOD - Green Valley Apartments - Nungambakkam,RL10995,Available,Chennai,Nungambakkam,ChargeMOD,Kia EV6,Electric 4-Wheeler,SES-20260803-009995,AC,AC Charging,22 kW,Type 2,CN3,USD,0.49,2026-08-03 08:56:00,2026-08-03 11:17:00,02:21:00,141,37.54,BMW i4,EV,77.4,64,100,RFID,Paid,18.39,0,18.39,10,1.84,20.23,329598.85,329636.39,Completed,11,Energy + Session Fee
Jio-bp pulse - City Centre Mall - Vyttila,RL10996,Available,Kochi,Vyttila,Jio-bp pulse,Citroen eC3 Aircross,Electric 4-Wheeler,SES-20260824-009996,AC,AC Charging,11 kW,Type 2,CN4,CAD,0.35,2026-08-24 01:58:00,2026-08-24 03:04:00,01:06:00,66,7.16,Hyundai Ioniq 5,EV,29.2,59,84,Network App,Paid,2.51,1,3.51,13,0.46,3.96,42073.65,42080.81,Completed,8,Time + Energy
ChargeMOD - SmartCharge Point - Whitefield,RL10997,Available,Bengaluru,Whitefield,ChargeMOD,Tata Nexon EV,Electric 4-Wheeler,SES-20260804-009997,DC,DC Fast Charging,100 kW,CHAdeMO,CN3,CAD,0.34,2026-08-04 21:42:00,2026-08-04 22:57:00,01:15:00,75,84.15,Rivian R1T,EV,40.5,61,100,RFID,Paid,28.61,0,28.61,15,4.29,32.9,345940.65,346024.8,Completed,4,Time + Energy
Charge Zone - EV Mobility Hub - Alipiri,RL10998,Available,Tirupati,Alipiri,Charge Zone,Kia Carens EV,Electric 4-Wheeler,SES-20260803-009998,DC,DC Fast Charging,150 kW,CHAdeMO,CN3,CAD,0.35,2026-08-03 08:32:00,2026-08-03 09:42:00,01:10:00,70,125.54,Tesla Model Y,EV,50,40,100,RFID,Paid,43.94,2,45.94,5,2.3,48.24,370990.29,371115.83,Completed,4,Energy
Jio-bp pulse - City Centre Mall - Kanjikuzhi,RL10999,Available,Kottayam,Kanjikuzhi,Jio-bp pulse,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260821-009999,DC,DC Fast Charging,250 kW,CCS1,CN4,CAD,0.4,2026-08-21 14:00:00,2026-08-21 14:50:00,00:50:00,50,128.71,Polestar 2,EV,39.4,50,100,UPI,Paid,51.48,1,52.48,15,7.87,60.36,37152.02,37280.73,Completed,4,Energy + Session Fee
Charge Zone - Central Plaza - Tiruchanoor Road,RL11000,Available,Tirupati,Tiruchanoor Road,Charge Zone,MG ZS EV,Electric 4-Wheeler,SES-20260816-010000,AC,AC Charging,3.3 kW,Type 2,CN4,CAD,0.34,2026-08-16 11:40:00,2026-08-16 14:27:00,02:47:00,167,5.83,Ford Mustang Mach-E,EV,50.3,46,58,Bank Card,Paid,1.98,0,1.98,5,0.1,2.08,428121.36,428127.19,Completed,11,Energy
Zeon Charging - SmartCharge Point - Vidyanagar,RL11001,Available,Shivamogga,Vidyanagar,Zeon Charging,Tesla Model 3,Electric 4-Wheeler,SES-20260721-010001,AC,AC Charging,7 kW,Type 2,CN1,USD,0.33,2026-07-21 12:07:00,2026-07-21 13:21:00,01:14:00,74,4.98,Chevrolet Bolt EV,EV,60,32,40,Wallet,Paid,1.64,0,1.64,10,0.16,1.81,236308.37,236313.35,Completed,24,Energy
Ather Grid - Grand Residency - Vidyanagar,RL11002,Available,Shivamogga,Vidyanagar,Ather Grid,TVS iQube,Electric 2-Wheeler,SES-20260727-010002,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.43,2026-07-27 01:03:00,2026-07-27 02:54:00,01:51:00,111,5.06,Hyundai Ioniq 5,EV,5.3,63,100,RFID,Paid,2.18,1,3.18,5,0.16,3.33,7528.54,7533.6,Completed,24,Time + Energy
Rebolt - City Square EV Hub - Thillai Nagar,RL11003,Available,Tiruchirappalli,Thillai Nagar,Rebolt,Tata Punch EV,Electric 4-Wheeler,SES-20260825-010003,DC,DC Fast Charging,250 kW,CCS1,CN2,USD,0.43,2026-08-25 09:48:00,2026-08-25 10:28:00,00:40:00,40,123.22,Tesla Model 3,EV,35,38,100,Bank Card,Paid,52.98,0,52.98,0,0,52.98,169277.33,169400.55,Completed,2,Energy
Kazam - PowerGrid EV Hub - Sadashiv Nagar,RL11004,Available,Belagavi,Sadashiv Nagar,Kazam,Ola S1 Air,Electric 2-Wheeler,SES-20260805-010004,AC,AC Charging,22 kW,Type 1,CN3,USD,0.49,2026-08-05 16:10:00,2026-08-05 17:36:00,01:26:00,86,23.79,Polestar 2,EV,3,53,100,RFID,Paid,11.66,0,11.66,0,0,11.66,94058.43,94082.22,Completed,26,Energy
Tata Power EZ Charge - Gateway Charging Station - MG Road,RL11005,Temp Closed,Puducherry,MG Road,Tata Power EZ Charge,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260827-010005,DC,DC Fast Charging,250 kW,CHAdeMO,CN2,USD,0.39,2026-08-27 22:55:00,2026-08-28 00:19:00,01:24:00,84,216.43,Polestar 2,EV,39.4,54,100,Bank Card,Paid,84.41,0,84.41,5,4.22,88.63,358208.96,358425.39,Completed,3,Energy
ChargeMOD - Premium Auto Care - T. Nagar,RL11006,Available,Chennai,T. Nagar,ChargeMOD,Citroen eC3,Electric 4-Wheeler,SES-20260724-010006,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.43,2026-07-24 03:28:00,2026-07-24 04:52:00,01:24:00,84,2.56,Tesla Model Y,EV,29.2,55,64,RFID,Paid,1.1,0,1.1,8,0.09,1.19,369859.01,369861.57,Completed,13,Energy
Zeon Charging - Highway Charge Hub - Bellandur,RL11007,Available,Bengaluru,Bellandur,Zeon Charging,Tata Nexon EV,Electric 4-Wheeler,SES-20260804-010007,AC,AC Charging,11 kW,J1772,CN1,USD,0.32,2026-08-04 06:14:00,2026-08-04 07:07:00,00:53:00,53,8.88,Volkswagen ID.4,EV,40.5,28,50,Bank Card,Paid,2.84,0.5,3.34,8,0.27,3.61,281679.29,281688.17,In Progress,0,Energy
